 # of RX ,description,AMITRIPTYLINE,BUPROPION,CITALOPRAM,DESVENLAFAXINE,DOXEPIN,DULOXETINE,ESCITALOPRAM,FLUOXETINE,MIRTAZAPINE,NORTRIPTYLINE,OTHER,PAROXETINE,ROPINIROLE,SERTRALINE,TRAZODONE,VENLAFAXINE
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & No Remiss | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,0.1899441341,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & No Remiss | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,0.3025641026,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & Remiss",,,0.5733333333,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | Last AD: Same & Remiss | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,0.3982300885,,,,,,,,,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,0.2044728435,,,,,,,,0.1102362205,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,0.2137931034,,,,,,,,0.1176470588,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | TRAZODONE HCL",,,0.2023121387,,,,,,,,,,,,,
  7 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,0.4197080292,,,0.1774193548,0.1315789474,0.2196969697,,,0.1603174603,,,0.2260869565,,0.2619047619
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801) | TRAZODONE HCL",,,0.3612334802,,,,,,,,0.243902439,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90806) | TRAZODONE HCL",,,0.3348314607,,,,,,,,0.3333333333,,,,,
  3 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90807)",,,0.2442159383,,,,0.09558823529,,,,0.1254237288,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90807) | Last AD: Same & No Remiss",,,0.1793721973,,,,,,,,,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INDIVIDUAL PSYCHOTHERAPY, INSIGHT ORIENTED, BEHAVIOR MODIFYING AND/OR SUPPORTIVE, IN AN OFFICE OR OUTPATIENT FACILITY, APPROXIMATELY 45 TO 50 MINUTES  (px:CPT4:90807) | TRAZODONE HCL",,,0.2265625,,,,,,,,0.1555555556,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052)",,,0.68288854,,,,,,,,,,,,0.02843601896,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | Last AD: Diff & No Remiss",,,,,,,,,,,,,,0.3739837398,0.009389671362,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | Last AD: Diff & No Remiss | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | TRAZODONE HCL",,,0.6120689655,,,,,,,,,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | Last AD: Diff & No Remiss | Num Previous Antidep: 2,3 | TRAZODONE HCL",,,0.6363636364,,,,,,,,,,,,0.02032520325,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | Last AD: Diff & No Remiss | TRAZODONE HCL",,,,,,,,,,,,,,,0.01785714286,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | Last AD: Diff & Remiss | Num Previous Antidep: 2,3 | TRAZODONE HCL",,,,,,,,,,,,,,,0.01169590643,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | Last AD: Diff & Remiss | TRAZODONE HCL",,,,,,,,,,,,,,,0.009132420091,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | Last AD: Same & No Remiss",,,0.4218181818,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | Last AD: Same & No Remiss | TRAZODONE HCL",,,,,,,,,,,,,,,0.01724137931,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | Last AD: Same & Remiss",,,0.6757679181,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | INSOMNIA, UNSPECIFIED (dxo:ICD9:78052) | TRAZODONE HCL",,,,,,,,,,,,,,,0.01694915254,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | IRREGULAR MENSTRUAL CYCLE (dxo:ICD9:6264),,,0.6923076923,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | LABORATORY EXAMINATION (dxo:ICD9:V726),,,0.6900584795,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | LABORATORY EXAMINATION, UNSPECIFIED (dxo:ICD9:V7260)",,,0.77,,,,,,,,,,,,,
  6 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | LAMOTRIGINE,,,0.1492103076,,,0.1583333333,0.1127819549,0.1052631579,,,0.08920863309,,,0.2125984252,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | LAMOTRIGINE | Last AD: Same & No Remiss,,,0.06984126984,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | LAMOTRIGINE | TRAZODONE HCL,,,0.1293103448,,,,,,,,0.07692307692,,,,,
  12 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss,0.006880733945,0.01764199656,,,,0.373540856,0.1839407745,0.4386363636,0.1237623762,0.02419354839,0.3151738997,0.3446475196,,0.4276184123,0.008885298869,0.4781783681
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | MIRTAZAPINE,,,,,,,,,0.2162162162,,0.5681818182,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051),,0.01327433628,,,,,,,,,,,,,,
  3 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | NORTRIPTYLINE HCL,,,0.7300613497,,,,,,,0.1333333333,0.4965517241,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | NORTRIPTYLINE HCL | Num Previous Antidep: 2,3",,,0.7264957265,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | NORTRIPTYLINE HCL | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+",,,0.5859872611,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | NORTRIPTYLINE HCL | Num Previous Episodes: 2+,,,0.6,,,,,,,,0.464516129,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | SERTRALINE HCL",,,0.6315789474,,,,,,,,,,,0.7158469945,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | TRAZODONE HCL",,,0.5568281938,,,,,,,,,,,,0.01556420233,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | VENLAFAXINE HCL",,,0.6648351648,,,,,,,,,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Antidep: 2,3 | SERTRALINE HCL",,,0.775,,,,,,,,,,,0.7320441989,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Antidep: 2,3 | TRAZODONE HCL",,,0.6364665912,,,,,,,,,,,,0.007518796992,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Antidep: 2,3 | VENLAFAXINE HCL",,,0.768907563,,,,,,,,,,,,,
  4 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Episodes: 2+,,,,,,,0.2773722628,,,,0.2619047619,,,0.464,,0.5172413793
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Episodes: 2+ | ROPINIROLE HCL,,,,,,,,,,,0.4952380952,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Episodes: 2+ | SERTRALINE HCL,,,0.6242038217,,,,,,,,0.2953020134,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Episodes: 2+ | TRAZODONE HCL,,,0.5527847049,,,,,,,,0.5003548616,,,,,
  3 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | Num Previous Episodes: 2+ | VENLAFAXINE HCL,,,0.6614583333,,,,,,,,0.4739336493,,,,,0.6553672316
  3 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | PAROXETINE HCL,,0.008620689655,0.7570093458,,,,,,,,0.2625698324,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,0.02459016393,,,,,,,,,0.1308411215,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | TRAZODONE HCL",,,,,,,,,,,0.2586206897,,,,0.02212389381,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801),,,,,,,0.1619047619,,,,0.1560283688,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834)",,,,,,,,,,,0.179245283,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834) | TRAZODONE HCL",,,,,,,,,,,0.2264150943,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394) | ROPINIROLE HCL,,,,,,,,,,,0.6376811594,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | ROPINIROLE HCL,,,,,,,,,,,0.5953757225,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,0.1656804734,,,,,0.314516129,,,,
  6 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | SERTRALINE HCL,,0.01746724891,0.7529411765,,,,0.1770833333,,,,0.3054755043,,,,0,0.4637681159
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | SERTRALINE HCL | TRAZODONE HCL,,,,,,,,,,,0.4836065574,,,,0.005813953488,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | SIMVASTATIN,,,,,,,,,,,0.4051724138,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES (dxo:ICD9:6272),,,,,,,,,,,,,,,,0.4086956522
  5 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | TRAZODONE HCL,,0.02164502165,0.627017842,,,,0.2068965517,,,,0.5460683082,,,,0.01484230056,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.5,,,,0.01162790698,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),,,,,,0.3824884793,,,,,,,,,,
  5 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & No Remiss | VENLAFAXINE HCL,,0.01860465116,0.7507507508,,,,0.2121212121,,,,0.4515418502,,,,,0.6870897155
  12 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss,0.04,0.06397058824,,0.6554054054,,0.5110837438,0.3235059761,0.6408934708,0.2421875,,0.412591051,0.5532646048,,0.6279411765,0.03956043956,0.6414201183
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, UNSPECIFIED (dxo:ICD9:29630)",,0.5047619048,,,,,,,,,0.7072072072,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | NONDEPENDENT TOBACCO USE DISORDER (dxo:ICD9:3051),,0.06060606061,,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | NORTRIPTYLINE HCL,,,0.7070063694,,,,,,,,0.6019417476,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | Num Previous Remissions: 2+ | TRAZODONE HCL",,,0.6129032258,,,,,,,,,,,,,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | TRAZODONE HCL",,,0.5571428571,,,,,,,,,,,,0.006622516556,
  2 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | Num Previous Antidep: 2,3 | TRAZODONE HCL",,,0.6589285714,,,,,,,,,,,,0.01268498943,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | Num Previous Episodes: 2+,,,,,,,,,,,0.3732394366,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | Num Previous Episodes: 2+ | Num Previous Remissions: 2+ | TRAZODONE HCL,,,0.625498008,,,,,,,,0.4806629834,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | Num Previous Episodes: 2+ | TRAZODONE HCL,,,0.5446428571,,,,,,,,0.3591331269,,,,,
  3 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | Num Previous Remissions: 2+ | TRAZODONE HCL,,,0.6278195489,,,,,,,,0.5047619048,,,,0.04273504274,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723),,,,,,,,,,,0.5073529412,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | OMEPRAZOLE,,,,,,,,,,,0.4701986755,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | PAROXETINE HCL,,,,,,,,,,,0.3295454545,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | PRAMIPEXOLE DI-HCL,,,0.5887850467,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801),,,,,,,,,,,0.2875816993,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | ROPINIROLE HCL,,,0.6506024096,,,,,,,,0.5217391304,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,0.3302752294,,,,,,,,,
  5 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | SERTRALINE HCL,,0.07,0.75,,,,0.3235294118,,,,0.4459930314,,,0.7770700637,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | SIMVASTATIN,,,,,,,,,,,0.4277777778,,,,,
  3 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | TRAZODONE HCL,,,0.6165137615,,,,,,,,0.4913580247,,,,0.02827521206,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),,,,,,0.4897959184,,,,,,,,,,
  4 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Diff & Remiss | VENLAFAXINE HCL,,,0.7111111111,,,,0.3421052632,,,,0.417989418,,,,,0.7442922374
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss,,,0.3926009815,,,,,,,,0.4196078431,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, MODERATE (dxo:ICD9:29632)",,,0.3921568627,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | MAJOR DEPRESSIVE DISORDER, RECURRENT EPISODE, UNSPECIFIED (dxo:ICD9:29630)",,,0.5095057034,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | MIRTAZAPINE,,,,,,,,,,,0.3035714286,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | MONTELUKAST SODIUM,,,0.4095238095,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | MYOPIA (dxo:ICD9:3671),,,0.3902439024,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | NORTRIPTYLINE HCL,,,,,,,,,,,0.3931034483,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | SERTRALINE HCL",,,,,,,,,,,,,,0.5042735043,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Antidep: 2,3 | Num Previous Episodes: 2+ | TRAZODONE HCL",,,0.449704142,,,,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Antidep: 2,3 | SERTRALINE HCL",,,,,,,,,,,,,,0.4957983193,,
  1 ,"Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Antidep: 2,3 | TRAZODONE HCL",,,,,,,,,,,,,,,0,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Episodes: 2+,,,0.3929320156,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Episodes: 2+ | SERTRALINE HCL,,,0.462962963,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Episodes: 2+ | SIMVASTATIN,,,0.4107142857,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Episodes: 2+ | TRAZODONE HCL,,,0.4328358209,,,,,,,,0.4383561644,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Episodes: 2+ | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.5140186916,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | Num Previous Episodes: 2+ | UNSPECIFIED VAGINITIS AND VULVOVAGINITIS (dxo:ICD9:61610),,,0.4411764706,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC) (dxo:ICD9:32723),,,0.4748358862,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | CITALOPRAM HYDROBROMIDE | Last AD: Same & No Remiss | PALPITATIONS (dxo:ICD9:7851),,,0.4355828221,,,,,,,,,,,,,
